> Recv: 0 B, Paid 0 FIL, ClientEventOpen (DealStatusNew)
> Recv: 9.791 MiB, Paid 0.000000000012629092 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 9.791 MiB, Paid 0.000000000012629092 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 10.04 MiB, Paid 0.000000000012629092 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 10.04 MiB, Paid 0.000000000012629092 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 10.04 MiB, Paid 0.000000000021058354 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 10.29 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.54 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.79 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.04 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.29 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.54 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.79 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.04 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.29 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.54 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.79 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.04 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.29 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.54 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.59 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.59 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.84 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 14.09 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 14.34 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 14.59 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 14.84 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 14.84 MiB, Paid 0.000000000021058354 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 15.09 MiB, Paid 0.000000000021058354 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 15.09 MiB, Paid 0.000000000021058354 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 15.09 MiB, Paid 0.000000000031640336 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 15.34 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 15.59 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 15.84 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.09 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.34 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.59 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.84 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.09 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.34 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.59 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.84 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.09 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.34 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.36 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.36 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.61 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.86 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.11 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.36 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.61 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.86 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.11 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.36 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.61 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.86 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.86 MiB, Paid 0.000000000031640336 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 21.11 MiB, Paid 0.000000000031640336 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 21.11 MiB, Paid 0.000000000031640336 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 21.11 MiB, Paid 0.000000000044264414 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 21.36 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 21.61 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 21.86 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.11 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.36 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.61 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.86 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.11 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.38 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.63 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.88 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.38 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.63 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.88 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.38 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.63 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.88 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.38 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.63 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.88 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.13 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.38 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.63 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.88 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.89 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.89 MiB, Paid 0.000000000044264414 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 27.9 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 28.15 MiB, Paid 0.000000000044264414 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 28.15 MiB, Paid 0.000000000044264414 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 28.15 MiB, Paid 0.00000000005902625 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 28.4 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 28.65 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 28.9 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 29.15 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 29.4 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 29.65 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 29.9 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 30.15 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 30.4 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 30.65 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 30.9 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 31.15 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 31.4 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 31.65 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 31.9 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.15 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.4 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.65 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.66 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.67 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 32.92 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 33.17 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 33.42 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 33.67 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 33.92 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 34.17 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 34.42 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 34.67 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 34.92 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 35.17 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 35.42 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 35.67 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 35.92 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 35.92 MiB, Paid 0.00000000005902625 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 36.17 MiB, Paid 0.00000000005902625 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 36.17 MiB, Paid 0.00000000005902625 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 36.17 MiB, Paid 0.000000000075844856 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 36.42 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 36.67 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 36.92 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.17 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.42 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.43 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.44 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.69 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 37.94 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 38.19 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 38.44 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 38.69 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 38.94 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 39.19 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 39.44 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 39.69 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 39.94 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 40.19 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 40.44 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 40.69 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 40.94 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 41.19 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 41.44 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 41.69 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 41.94 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.19 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.2 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.2 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.45 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.7 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 42.95 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 43.2 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 43.45 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 43.7 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 43.95 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 44.2 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 44.45 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 44.7 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 44.95 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 44.95 MiB, Paid 0.000000000075844856 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 45.2 MiB, Paid 0.000000000075844856 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 45.2 MiB, Paid 0.000000000075844856 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 45.2 MiB, Paid 0.00000000009480122 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 45.45 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 45.7 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 45.95 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.2 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.45 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.7 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.95 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 46.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 47.22 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 47.47 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 47.72 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 47.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 48.22 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 48.47 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 48.72 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 48.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 49.22 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 49.47 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 49.72 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 49.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 50.22 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
